company,ticker,sector,label,annual_revenue_usd_millions,revenue_growth_yoy_pct,gross_margin_pct,operating_margin_pct,rd_expense_pct_of_revenue,total_debt_usd_millions,cash_and_equivalents_usd_millions,debt_to_revenue,cash_to_revenue,net_debt_to_revenue,log_revenue,sector_z_revenue_growth_yoy_pct,sector_z_gross_margin_pct,sector_z_operating_margin_pct,sector_z_rd_expense_pct_of_revenue,sector_z_debt_to_revenue,sector_z_cash_to_revenue,sector_z_net_debt_to_revenue
Illinois Tool Works,ITW,Industrials,0,16044.0,0.92,44.1,26.54,,8969.0,851.0,0.5590251807529294,0.053041635502368484,0.505983545250561,9.683090226889943,-0.40678019636051765,0.2731189305713064,0.9309677818978571,0.0,-0.06318851455542007,-0.35309922373738456,0.12593395829878037
Dover Corporation,DOV,Industrials,0,8093.0,4.47,40.16,17.85,,3584.0,1677.0,0.4428518472754232,0.207216112689979,0.2356357345854442,8.998754769495703,0.0,0.04846578099908328,-0.24406635385993208,0.0,-0.39786650837436804,1.3137394094619832,-0.6509857340859206
AMETEK,AME,Industrials,0,7401.0,6.63,36.38,26.15,,2572.0,458.0,0.3475206053236049,0.06188352925280367,0.28563707607080124,8.909370405197466,0.24750569694048402,-0.16706439803213524,0.8782332234461266,0.0,-0.6725015545562947,-0.25750616344157984,-0.5072929601364904
Roper Technologies,ROP,Industrials,0,7903.0,12.26,69.24,28.29,,9301.0,297.4,1.1768948500569405,0.03763127926104011,1.1392635707959002,8.974997713204976,0.8926247125770234,1.7065656768265554,1.1675972108479298,0.0,1.7168015672845058,-0.5197064184104294,1.9458404018893913
Xylem Inc,XYL,Industrials,0,9035.0,5.52,38.46,14.6,,2475.0,1479.0,0.27393469839513007,0.1636967349197565,0.11023796347537354,9.10886120302633,0.12031526934606859,-0.04846578099908369,-0.6835210076243531,0.0,-0.8844915437127842,0.8432349428119486,-1.0113511371453283
Ingersoll Rand,IR,Industrials,0,7651.0,5.75,43.61,19.74,,4785.0,1249.0,0.6254084433407398,0.16324663442687232,0.4621618089138675,8.942591637231851,0.14667004263139796,0.24517983328948162,0.011493429406146023,0.0,0.12805173379594978,0.8383687360049134,0.0
Yum China Holdings,YUMC,Consumer/Retail,0,11797.0,4.37,20.56,11.25,,2348.0,506.0,0.19903365262354836,0.04289226074425701,0.15614139187929135,9.375600540841843,-0.102066385666386,-1.408776203935419,0.0,0.0,-0.06532057575634256,0.1691491559599885,0.016625990658718882
Chipotle Mexican Grill,CMG,Consumer/Retail,0,11926.0,5.41,40.1,16.94,,5076.0,351.0,0.4256246855609592,0.02943149421432165,0.3961931913466376,9.386476169683052,0.028177836533664787,1.3357389530833337,0.9973769839723577,0.0,0.47830710345625915,-0.0931820711587712,0.5753248984026524
Domino's Pizza,DPZ,Consumer/Retail,0,4940.0,4.96,28.63,19.33,,5048.0,126.0,1.0218623481781377,0.025506072874493926,0.9963562753036437,8.505120610181969,-0.028177836533664898,-0.2752942532117071,1.4163103744282333,0.0,1.9087754348189336,-0.16968295948077655,1.9721503344920062
Tractor Supply Company,TSCO,Consumer/Retail,0,15524.0,4.31,36.42,9.45,,5943.0,194.0,0.38282659108477196,0.01249677918062355,0.37032981190414843,9.650142492488797,-0.10958047540869668,0.8188599470531899,-0.3155146873726264,0.0,0.37562771463314554,-0.42321562205773794,0.5151302159334998
Ross Stores,ROST,Consumer/Retail,0,22751.0,7.67,27.71,11.9,,5212.0,4594.0,0.22908883126016438,0.201925190101534,0.02716364115863039,10.032364379457015,0.3112085501606982,-0.40451400471924276,0.113935859329004,0.0,0.006786545159853882,3.268475142916679,-0.28355808882244643
TJX Companies,TJX,Consumer/Retail,0,60372.0,7.12,30.96,11.89,,13489.0,6230.0,0.2234313920360432,0.10319353342609157,0.12023785860995163,11.008280700279318,0.24232939418951752,0.05196881310629176,0.11218299995471166,0.0,-0.006786545159853815,1.3443353405111413,-0.06693624410160293
Ulta Beauty,ULTA,Consumer/Retail,0,12393.0,9.71,43.05,12.37,,2182.0,424.0,0.17606713467279916,0.03421286209957234,0.14185427257322683,9.424887076064874,0.5666876013992594,1.7500848954172796,0.19632024992074512,0.0,-0.12042087999745975,0.0,-0.016625990658718882
Comcast Corporation,CMCSA,Telecom,0,123707.0,-0.02,71.75,16.71,,105033.0,9481.0,0.8490465373826865,0.07664077214708949,0.772405765235597,11.725671145300124,-0.4357354617922578,1.3260059980902845,-0.27824023841783957,0.0,-1.6040713554173363,-0.12990889199560293,-1.658884488148603
Verizon Communications,VZ,Telecom,0,138191.0,2.53,59.07,22.9,,184814.0,19048.0,1.3373808714026238,0.13783820943476782,1.1995426619678562,11.836392065184981,-0.10893386544806447,-0.6336392298566631,0.6812623107779402,0.0,0.525192238460275,1.5573026473658615,0.31782037900534293
T-Mobile US,TMUS,Telecom,0,88309.0,8.49,63.17,21.98,,123646.0,5598.0,1.400151739913259,0.06339104734511772,1.3367606925681415,11.388597306652839,0.6548847675760111,0.0,0.5386545005582122,0.0,0.7988894081340281,-0.4952034136299525,0.9528382176044821
